Reportnumber,NonMotoristID,NonMotoristActions,NonMotoristAlcoholTestindicator,NonMotoristAlcoholTestType,NonMotoristBAC,NonMotoristCondition,NonMotoristDOB,NonMotoristDrugTestIndicator,NonMotoristDrugTestResult,NonMotoristInjurySeverity,NonMotoristLocation,NonMotoristMovement,NonMotoristObeyTrafficSignal,NonMotoristSafetyEquipment,NonMotoristSex,NonMotoristSubstanceUse,NonMotoristType,NonMotoristUnitNumberFirstStrike,NonMotoristVisibility
MTA0455000D,57deeadf-ca98-4102-b07a-1f4504340e34,No Improper Actions,N/A,,,Apparently Normal,9/22/1965,N/A,,Suspected Minor Injury,Other,Other Working,No Pedestrian Signal,N/A,F,N/A,Pedestrian,1,Mixed Clothing
ADK411002R,30f16033-eab2-4bc9-88be-aea0de88ac50,Failure to Yield Right of Way,N/A,,,,4/28/2008,N/A,,Possible Injury,At Intersection But No Crosswalk,Cross/Enter at Intersection,No Pedestrian Signal,N/A,M,N/A,Other Pedalcyclist,,N/A
ADK411002R,b44f5267-8547-4952-8f15-a1040fa16c19,Failure to Yield Right of Way,N/A,,,,6/25/2009,N/A,,Possible Injury,At Intersection But No Crosswalk,Cross/Enter at Intersection,No Pedestrian Signal,N/A,M,N/A,Other Pedalcyclist,,N/A
ADK6810015,cdc9cd03-cd63-4c14-87e9-92f905407b09,No Improper Actions,N/A,,,Apparently Normal,12/12/1983,N/A,,Possible Injury,On Roadway At Crosswalk,Cross/Enter at Intersection,Obeyed Pedestrian Signal,None,F,N/A,Pedestrian,1,Mixed Clothing
ADK6810015,f57cee04-e461-431a-b3bb-47a180b1ef54,No Improper Actions,N/A,,,Apparently Normal,11/24/2005,N/A,,Possible Injury,On Roadway At Crosswalk,Cross/Enter at Intersection,Obeyed Pedestrian Signal,None,F,N/A,Pedestrian,1,Mixed Clothing
ADK6810015,f9aaeea5-6d10-45f0-a1e3-0fd1a681c6dc,No Improper Actions,N/A,,,Apparently Normal,9/11/2017,N/A,,Possible Injury,On Roadway At Crosswalk,Cross/Enter at Intersection,Obeyed Pedestrian Signal,N/A,F,N/A,Pedestrian,1,Mixed Clothing
ADJ9260036,9906440b-8cec-4d66-a831-e6271e40913d,In Roadway Improperly,N/A,,,N/A,2/23/1968,N/A,,Possible Injury,On Roadway Not at Crosswalk,Cross/Enter Not at Intersection,N/A,N/A,F,None Detected,Pedestrian,1,Dark Clothing
ADK8670003,a0334caf-6354-461a-9012-5fd48e851871,No Improper Actions,N/A,,,Apparently Normal,1/31/1968,N/A,,Suspected Serious Injury,Curb,Other,N/A,None,M,Unknown,Pedestrian,2,Mixed Clothing
MTA0429000F,3b5ba880-9355-4e39-bab0-62b8d91e40e6,Other,N/A,,,Apparently Normal,1/22/1996,N/A,,Possible Injury,Curb,Walking/Riding on Sidewalk,N/A,None,M,None Detected,Pedestrian,1,Dark Clothing
ADK1910062,5914c5c2-9f80-4014-9893-96e656540502,Failure to Obey Traffic Signs Signals or Officer,N/A,,,Apparently Normal,7/27/1990,N/A,,Possible Injury,Outside Right of Way,Cross/Enter at Intersection,N/A,Helmet,F,None Detected,Machine Operator/Rider,,Dark Clothing
ADK683001W,2b50881a-3ff8-458b-8f93-402d314e1182,Failure to Yield Right of Way,N/A,,,,1/14/1975,N/A,,Possible Injury,Sidewalk,Cross/Enter at Intersection,N/A,None,M,N/A,Bicyclist,,N/A
ADK8820006,fea4d619-9f7d-4a51-93a6-e0ca19e5e8b8,Dart Dash,N/A,,,Apparently Normal,10/2/2013,N/A,,Suspected Minor Injury,At Intersection But No Crosswalk,Cross/Enter at Intersection,N/A,Unknown,F,N/A,Pedestrian,1,Dark Clothing
ADJ63200B1,ae94522d-bfaf-466a-8daa-4e95b5fb5baa,No Improper Actions,N/A,,,Apparently Normal,3/24/2000,N/A,,Suspected Minor Injury,On Roadway At Crosswalk,Cross/Enter at Intersection,Obeyed Pedestrian Signal,N/A,M,None Detected,Pedestrian,1,Mixed Clothing
BSPDA134000Z,1f294e88-d2c9-4180-a9b2-35b173af85f1,Other,N/A,,,Physical Defects,1/25/2008,N/A,,Possible Injury,Other,Walking To/From School,N/A,N/A,M,N/A,Pedestrian,1,Light Clothing
ADK818001R,ad1f5ebd-4a10-48e7-a851-39d3994c66aa,N/A,N/A,,,N/A,8/25/1990,N/A,,Possible Injury,Other,N/A,N/A,N/A,F,Unknown,Pedestrian,1,N/A
ADK289002S,97081fd6-aee7-4214-a717-743d7adb2c3b,No Improper Actions,N/A,,,,8/31/2005,N/A,,Suspected Serious Injury,At Intersection But No Crosswalk,Cross/Enter at Intersection,N/A,None,F,N/A,Pedestrian,,Light Clothing
ADK818001S,0d0598b4-c680-4e23-b431-29434edcacee,N/A,N/A,,,Apparently Normal,9/27/1995,N/A,,Possible Injury,Sidewalk,N/A,Unknown,N/A,F,Unknown,Pedestrian,1,Unknown
ADJ92700B9,d533c8fd-5dc1-49af-9007-a5f6d8c1f3bb,In Roadway Improperly,Evidence Test Given,Other,0,,5/24/1970,Evidence Test Given,Positive,Fatal Injury,On Roadway Not at Crosswalk,Other,No Pedestrian Signal,None,F,Illegal Drug Present,Pedestrian,1,Mixed Clothing
ADK202004T,3d789a00-944b-40e2-9d0b-e13b653d3907,Dart Dash,N/A,,,,7/10/1981,N/A,,Suspected Minor Injury,Unknown,Walking/Riding Against Traffic,Disobeyed Pedestrian Signal,None,M,Unknown,Bicyclist,1,Light Clothing
ADK538002C,af7327f4-4baf-48d9-af72-93abff602f20,Unknown,N/A,,,,5/29/2013,N/A,,Suspected Minor Injury,At Intersection But No Crosswalk,Playing,No Pedestrian Signal,Helmet,M,N/A,Other,1,Light Clothing
ADK564002L,e3abfb3e-802f-45a8-b3e6-8593b697aa29,Unknown,N/A,,,Apparently Normal,4/26/1993,N/A,,Possible Injury,Unknown,Unknown,N/A,None,M,N/A,Pedestrian,1,Unknown
ADK191005Y,95b30d1e-d528-4cc9-bfd7-493c273f45ee,Unknown,N/A,,,Apparently Normal,3/10/1993,N/A,,Possible Injury,At Intersection But No Crosswalk,Cross/Enter at Intersection,No Pedestrian Signal,None,F,N/A,Pedestrian,1,N/A
ADK7130022,ed6ac5dc-d5b0-4f42-8714-a901a109aedc,No Improper Actions,N/A,,,Apparently Normal,8/29/1998,N/A,,Possible Injury,On Roadway Not at Crosswalk,Cross/Enter Not at Intersection,Disobeyed Pedestrian Signal,None,F,N/A,Pedestrian,1,Mixed Clothing
ADK734000L,6c7a1be6-a2b9-41e3-859b-96f6c515ba49,Unknown,N/A,,,Other,11/16/1980,N/A,,Suspected Serious Injury,On Roadway Not at Crosswalk,Standing,Unknown,None,M,None Detected,Pedestrian,1,Light Clothing
ADK6060031,098092c1-16dd-400d-bcca-a57605caba16,Failure to Yield Right of Way,N/A,,,,2/18/1962,N/A,,Possible Injury,On Roadway At Crosswalk,Walking/Riding With Traffic,Obeyed Pedestrian Signal,N/A,M,N/A,Pedestrian,,N/A
ADK767000X,32906095-d3ee-4a3e-a706-adedda3a08c8,No Improper Actions,N/A,,,Apparently Normal,2/22/1958,N/A,,Possible Injury,At Intersection Marked Crosswalk,Cross/Enter at Intersection,Obeyed Pedestrian Signal,None,F,N/A,Pedestrian,1,N/A
ADK744001G,096c0a1c-240b-4594-87df-5c89f5cdd14c,In Roadway Improperly,N/A,,,Apparently Normal,4/17/1979,N/A,,Suspected Serious Injury,Outside Right of Way,Cross/Enter Not at Intersection,No Pedestrian Signal,None,M,None Detected,Pedestrian,1,Mixed Clothing
MDTA1478001B,6d2f28f1-818a-456e-b767-14461021f5ba,Disabled Vehicle Related,N/A,,,Apparently Normal,5/23/1973,N/A,,Fatal Injury,Shoulder,Other,N/A,Lighting,M,N/A,Other,1,Reflective Material
ADH1110047,7e3e2108-0972-4450-82f6-05b6d6d5c434,Other,N/A,,,,5/21/1992,N/A,,Possible Injury,Other,Other,N/A,N/A,M,N/A,Pedestrian,,Other
ADJ63200B3,e748c8ce-e67f-4c54-9901-fabd50bdcce8,No Improper Actions,N/A,,,Apparently Normal,11/9/1999,N/A,,Suspected Minor Injury,At Intersection Marked Crosswalk,Other,Obeyed Pedestrian Signal,N/A,F,None Detected,Pedestrian,1,Mixed Clothing
ADK2650022,1276203a-e6e6-48da-84ff-4851e7bc5072,Other,N/A,,,Apparently Normal,3/16/1960,N/A,,Possible Injury,Other,Walking/Riding Against Traffic,Disobeyed Pedestrian Signal,None,M,N/A,Pedestrian,1,Dark Clothing
ADK622002K,5af70e2b-0113-4651-9d61-b20b1cbb72bf,No Improper Actions,N/A,,,,3/15/2000,N/A,,Possible Injury,On Roadway At Crosswalk,Cross/Enter at Intersection,Obeyed Pedestrian Signal,N/A,F,N/A,Pedestrian,,N/A
ADH909005S,06ccaa5c-a226-4e5f-94c5-b091a12606e3,Unknown,Unknown,,,,11/9/1958,Unknown,,Possible Injury,On Roadway At Crosswalk,Other,Unknown,None,M,None Detected,Other,1,Unknown
ADK843001B,63c7e2e8-5e39-49dd-a3d2-9becf329daa9,No Improper Actions,N/A,,,Apparently Normal,10/24/1972,N/A,,Suspected Minor Injury,On Roadway At Crosswalk,Other,Other,Reflective Clothing,M,N/A,Pedestrian,1,Reflective Material
ADK9410007,a7955f15-acac-4d2b-a325-17a4142a112f,Unknown,N/A,,,Apparently Normal,3/20/2008,N/A,,Possible Injury,On Roadway Not at Crosswalk,Cross/Enter at Intersection,No Pedestrian Signal,None,F,None Detected,Pedestrian,,Mixed Clothing
ADK423007J,cb350c47-3c38-4199-be59-a3981e0df3b0,No Improper Actions,N/A,,,Apparently Normal,11/17/1989,N/A,,Possible Injury,On Roadway At Crosswalk,Cross/Enter at Intersection,Obeyed Pedestrian Signal,None,M,N/A,Pedestrian,1,Mixed Clothing
ADK662000J,389d8629-9d37-4dc1-b733-446b62a7265d,N/A,N/A,,,,2/8/1997,N/A,,Possible Injury,N/A,Walking/Riding With Traffic,N/A,None,M,N/A,Pedestrian,,Dark Clothing
ADK806000F,408b20c5-7a47-4366-a272-94d73ef79977,No Improper Actions,N/A,,,Apparently Normal,9/26/1985,N/A,,Suspected Minor Injury,On Roadway At Crosswalk,Cross/Enter at Intersection,No Pedestrian Signal,N/A,F,None Detected,Pedestrian,1,N/A
ADI89800CZ,3a31b9ee-c789-4ad9-900c-face25fcc11c,Failure to Yield Right of Way,N/A,,,Using Drugs,3/14/1981,Other,Positive,Fatal Injury,On Roadway Not at Crosswalk,Cross/Enter Not at Intersection,No Pedestrian Signal,None,F,Illegal Drug Present,Pedestrian,1,Mixed Clothing
ADK671001M,7510d272-4523-4339-885f-74306a2013d4,In Roadway Improperly,N/A,,,,10/30/1930,N/A,,Possible Injury,On Roadway Not at Crosswalk,N/A,No Pedestrian Signal,None,M,N/A,Pedestrian,,Dark Clothing
ADK7800011,9cc8211a-0623-4a65-a3cb-36300378ec8c,No Improper Actions,N/A,,,Apparently Normal,8/17/1991,N/A,,Possible Injury,On Roadway Not at Crosswalk,Cross/Enter at Intersection,No Pedestrian Signal,None,M,None Detected,Pedestrian,1,Dark Clothing
ADK858000H,1d88326a-f7e7-4dbd-aae1-6db62c3a6b15,Inattentive,N/A,,,Apparently Normal,9/29/1957,N/A,,Suspected Serious Injury,At Intersection But No Crosswalk,Cross/Enter Not at Intersection,No Pedestrian Signal,N/A,F,N/A,Pedestrian,1,Light Clothing
ADK435004B,edf64fc5-9a17-406f-abed-cb45822a5345,Failure to Yield Right of Way,N/A,,,N/A,12/17/2008,N/A,,Suspected Minor Injury,At Intersection Marked Crosswalk,Cross/Enter at Intersection,Unknown,N/A,M,N/A,Pedestrian,,Dark Clothing
ADJ8700026,ad62ff96-219d-487c-97d8-c1485cd97a53,No Improper Actions,N/A,,,,4/19/2000,N/A,,Possible Injury,N/A,Walking/Riding on Sidewalk,N/A,Unknown,M,N/A,Other Pedalcyclist,1,N/A
ADI154004J,c07c8867-5fcb-467c-a759-316896e83684,Improper Passing,Unknown,,,Apparently Normal,8/16/1979,Unknown,,Suspected Minor Injury,Outside Right of Way,Walking/Riding Against Traffic,No Pedestrian Signal,Lighting,M,Unknown,Bicyclist,1,Light Clothing
ADH567009N,8d6961f7-1e57-44f8-861a-91b9864dda3a,No Improper Actions,N/A,,,Apparently Normal,4/5/1975,N/A,,Suspected Minor Injury,Curb,Getting Off/On Vehicle,N/A,N/A,M,None Detected,Pedestrian,1,Mixed Clothing
ADK853000X,2fe1c1b4-dc11-48c0-a3db-ca8062e216a8,Unknown,N/A,,,Apparently Normal,3/22/1995,N/A,,Suspected Minor Injury,On Roadway Not at Crosswalk,Cross/Enter at Intersection,Unknown,None,M,Unknown,Pedestrian,1,Dark Clothing
ADK649004L,e108f0ec-130e-4329-aede-ef9e993104de,Entering Exiting Parked Standing Vehicle,N/A,,,,6/28/1991,N/A,,Possible Injury,N/A,Unknown,N/A,N/A,M,N/A,Pedestrian,,N/A
ADJ2630038,685a906e-69d7-4516-bbbc-e41735acc8d4,No Improper Actions,N/A,,,Apparently Normal,7/10/2006,N/A,,Possible Injury,Sidewalk,Standing,N/A,None,M,None Detected,Pedestrian,1,Light Clothing
ADJ937000B,3f06f5f6-f7df-4acb-b249-5c33a5db4b6b,Not Visible,Unknown,,,,11/23/1965,Unknown,,Suspected Minor Injury,At Intersection But No Crosswalk,Cross/Enter at Intersection,N/A,None,F,Unknown,Pedestrian,1,Mixed Clothing
ADI576002J,ea68e0de-49ed-4438-9495-4e0033f02d16,Not Visible,N/A,,,Apparently Normal,4/5/1959,N/A,,Possible Injury,Shoulder,Cross/Enter Not at Intersection,N/A,None,M,None Detected,Bicyclist,,Light Clothing
ADH150006X,7f03213c-bef6-4f0c-98ab-0b4cd5a72e83,No Improper Actions,N/A,,,Apparently Normal,4/3/1988,N/A,,Suspected Minor Injury,At Intersection Marked Crosswalk,Cross/Enter at Intersection,No Pedestrian Signal,None,F,None Detected,Pedestrian,1,Mixed Clothing
ADI6250023,50aacdfe-159f-4542-a53b-033d670e126e,In Roadway Improperly,N/A,,,Apparently Normal,11/11/2000,N/A,,Possible Injury,On Roadway Not at Crosswalk,Cross/Enter Not at Intersection,Disobeyed Pedestrian Signal,None,M,None Detected,Pedestrian,1,Dark Clothing
ADI7700058,827c830d-e96f-49b9-86a6-1f7a17c4e8ae,N/A,N/A,,,,3/27/1992,N/A,,Possible Injury,Sidewalk,Walking/Riding With Traffic,N/A,N/A,M,N/A,Pedestrian,,N/A
ADJ989000M,de3b6e33-d7b8-4249-9c2d-cf264c9aef89,Not Visible,N/A,,,Apparently Normal,4/14/1967,N/A,,Suspected Minor Injury,On Roadway At Crosswalk,Standing,Unknown,N/A,F,None Detected,Pedestrian,1,Light Clothing
ADJ855001G,26b85efb-94cb-478f-8f47-b57e87d9bfd5,Failure to Yield Right of Way,N/A,N/A,,Unknown,9/17/1961,N/A,,Possible Injury,On Roadway Not at Crosswalk,Cross/Enter Not at Intersection,N/A,N/A,M,Unknown,Pedestrian,1,Dark Clothing
ADH608003F,4cb8b0df-eafb-4df0-87b1-de02daf87ac7,No Improper Actions,N/A,,,Apparently Normal,7/22/1992,N/A,,Suspected Minor Injury,Sidewalk,Walking/Riding on Sidewalk,N/A,N/A,F,None Detected,Pedestrian,1,N/A
ADH608003G,28c7c9af-dd39-467f-87d0-dc56a327e800,No Improper Actions,N/A,,,Had Been Drinking,6/20/1990,N/A,,Suspected Minor Injury,At Intersection Marked Crosswalk,Cross/Enter at Intersection,Obeyed Pedestrian Signal,N/A,F,Alcohol Present,Pedestrian,1,Dark Clothing
ADI804004Z,68552345-6362-4017-8ffa-0941e591e617,No Improper Actions,N/A,,,Apparently Normal,11/13/1950,N/A,,Possible Injury,On Roadway At Crosswalk,Cross/Enter at Intersection,Obeyed Pedestrian Signal,N/A,F,None Detected,Pedestrian,1,Mixed Clothing
ADJ774002B,3800d5ec-dc69-413d-a774-a4b813a2e9c7,Unknown,N/A,,,Using Drugs,6/13/1985,N/A,,Suspected Serious Injury,On Roadway At Crosswalk,Unknown,Unknown,None,M,Unknown,Pedestrian,,Unknown
ADI3880065,3e790d0b-910b-49ae-8ea6-bc7cc9f7f538,Unknown,N/A,,,Apparently Normal,12/19/1958,N/A,,Possible Injury,On Roadway Not at Crosswalk,Cross/Enter Not at Intersection,No Pedestrian Signal,N/A,M,None Detected,Pedestrian,1,Dark Clothing
ADD9340021,0fd38b08-a5bf-4ee2-afe1-91d4fd33d423,In Roadway Improperly,N/A,,,Apparently Normal,6/22/2001,N/A,,Suspected Minor Injury,On Roadway Not at Crosswalk,Cross/Enter Not at Intersection,N/A,N/A,F,None Detected,Pedestrian,1,Dark Clothing
ADI898006H,235dc8a5-a4f6-4bb3-96d4-a071755ae6f4,In Roadway Improperly,N/A,,,N/A,7/15/1952,N/A,,Suspected Minor Injury,On Roadway Not at Crosswalk,Cross/Enter Not at Intersection,No Pedestrian Signal,None,F,N/A,Pedestrian,1,Mixed Clothing
ADJ123001Y,7a5fbd6c-2842-4974-ac5a-121babfbd570,In Roadway Improperly,N/A,,,,4/13/1986,N/A,,Possible Injury,Curb,Standing,N/A,None,M,N/A,Pedestrian,,Mixed Clothing
ADJ123001Y,c2bac3c6-f291-41c6-98be-89faeb8b6bbf,In Roadway Improperly,N/A,,,,4/9/1988,N/A,,Possible Injury,Curb,Standing,N/A,None,M,N/A,Pedestrian,,Mixed Clothing
ADI221003Q,f674c987-67ee-4d0e-8278-d183446af060,No Improper Actions,N/A,,,Apparently Normal,11/25/1960,N/A,,Possible Injury,Other,Other Working,N/A,None,M,None Detected,Pedestrian,1,Other
ADJ598003P,a1ba0ea6-f89c-4dc6-8edb-271eee98f844,No Improper Actions,N/A,,,,8/23/1980,N/A,,Suspected Minor Injury,On Roadway At Crosswalk,Cross/Enter at Intersection,No Pedestrian Signal,Helmet,F,N/A,Bicyclist,,Mixed Clothing
ADF8190074,c745e81f-2508-4c9d-b3cf-175469789cbc,Other,N/A,,,Apparently Normal,9/23/1987,N/A,,Possible Injury,On Roadway Not at Crosswalk,Other,No Pedestrian Signal,N/A,M,None Detected,Pedestrian,,Dark Clothing
ADI1950024,247828a7-dabd-4acf-a70b-d837f5dd3e9b,Failure to Yield Right of Way,N/A,,,Unknown,10/26/1984,N/A,,Possible Injury,Curb,Other,Unknown,None,M,None Detected,Bicyclist,1,Light Clothing
ADJ902000G,acd2279a-14e7-414c-8878-ea4af9f928ba,Unknown,N/A,,,Apparently Normal,11/17/1964,N/A,,Suspected Minor Injury,On Roadway At Crosswalk,Cross/Enter at Intersection,N/A,N/A,F,N/A,Pedestrian,1,N/A
ADK8580011,c416204e-9fea-45ab-9db7-e7a5a27ba751,Unknown,N/A,,,Apparently Normal,12/31/1969,N/A,,Possible Injury,In Bikeway,Other,No Pedestrian Signal,None,M,N/A,Bicyclist,,Dark Clothing
ADI2840040,0ff456c0-3675-4a16-9110-6ebf1dca01eb,No Improper Actions,N/A,,,Apparently Normal,7/7/1998,N/A,,Possible Injury,In Bikeway,Walking/Riding With Traffic,No Pedestrian Signal,None,M,None Detected,Other Pedalcyclist,1,Dark Clothing
ADK6770016,4ea6d7d0-5a26-4dfa-86ce-a098f3bfafcd,Dart Dash,N/A,,,Apparently Normal,11/10/2002,N/A,,Possible Injury,N/A,Cross/Enter Not at Intersection,No Pedestrian Signal,None,F,None Detected,Pedestrian,,Dark Clothing
ADK7870017,01c3e3ac-8c7c-455b-ab01-64d0d5200b64,Unknown,N/A,,,Apparently Normal,10/19/2009,N/A,,Possible Injury,At Intersection Marked Crosswalk,Cross/Enter at Intersection,N/A,Unknown,M,None Detected,Other,1,Dark Clothing
ADK7870017,3b0c78d0-aef5-4924-817c-1499007c36e0,Unknown,N/A,,,,3/30/2007,N/A,,Possible Injury,At Intersection Marked Crosswalk,Cross/Enter at Intersection,Unknown,Unknown,M,None Detected,Bicyclist,1,Light Clothing
ADK596002D,0e5e05e0-2e7a-4f11-bacd-0e74f054226b,No Improper Actions,N/A,,,,4/2/1963,N/A,,Suspected Serious Injury,On Roadway At Crosswalk,Cross/Enter at Intersection,Unknown,N/A,F,N/A,Pedestrian,,Dark Clothing
ADK194005M,0756e7ba-be18-4612-a531-ce13195ab847,Unknown,N/A,,,N/A,8/14/1998,N/A,,Possible Injury,N/A,Cross/Enter at Intersection,Obeyed Pedestrian Signal,None,M,None Detected,Bicyclist,1,Dark Clothing
ADK1900022,81d8dfdc-18ca-4342-947d-683f11e281ed,No Improper Actions,N/A,,,Apparently Normal,2/8/1993,N/A,,Suspected Minor Injury,On Roadway Not at Crosswalk,Standing,N/A,Unknown,F,None Detected,Pedestrian,1,Mixed Clothing
ADK881001F,72a50a90-aa17-473b-8428-b4451ed81201,Failure to Obey Traffic Signs Signals or Officer,N/A,,,N/A,10/16/2004,N/A,,Suspected Minor Injury,On Roadway At Crosswalk,Cross/Enter at Intersection,Disobeyed Pedestrian Signal,N/A,M,N/A,Pedestrian,,Unknown
ADK881001F,e747e8de-55f1-4631-a040-5ddf7fef097e,Failure to Yield Right of Way,N/A,,,Apparently Normal,1/20/1989,N/A,,Suspected Minor Injury,On Roadway At Crosswalk,Cross/Enter at Intersection,Disobeyed Pedestrian Signal,N/A,M,N/A,Pedestrian,,Unknown
ADK073005T,c7c6e433-8775-4872-976a-96cd64116209,No Improper Actions,N/A,,,,9/15/1966,N/A,,Possible Injury,At Intersection Marked Crosswalk,Cross/Enter at Intersection,Obeyed Pedestrian Signal,None,M,N/A,Other,,Mixed Clothing
ADK737000T,02d3f151-2da3-4fe4-bf38-edee8070892f,N/A,N/A,,,Apparently Normal,8/16/1999,N/A,,Suspected Minor Injury,At Intersection Marked Crosswalk,N/A,N/A,None,F,Unknown,Other,1,Mixed Clothing
ADK737000T,fe70ea2c-93b3-42b4-b1a3-e90fb00a68d7,Unknown,N/A,,,Apparently Normal,8/6/1996,N/A,,Suspected Minor Injury,At Intersection Marked Crosswalk,Cross/Enter at Intersection,Unknown,None,M,Unknown,Other Conveyance,1,Light Clothing
ADI97500D2,4f7a1dfb-6768-46a0-a8d6-021f05e6b228,In Roadway Improperly,N/A,,,Had Been Drinking,5/14/1984,N/A,,Possible Injury,On Roadway Not at Crosswalk,Cross/Enter Not at Intersection,N/A,None,M,Alcohol Present,Pedestrian,1,Dark Clothing
ADK603001Q,ca45c766-4130-4f14-9d70-2ffa539b46cc,Other,N/A,,,Apparently Normal,1/31/2006,N/A,,Suspected Minor Injury,Curb,N/A,N/A,N/A,F,N/A,Pedestrian,1,Dark Clothing
ADI913004M,c68796f5-5d47-4de9-a62e-e615e25c9bd7,Dart Dash,N/A,,,,5/11/2008,N/A,,Suspected Minor Injury,On Roadway Not at Crosswalk,Cross/Enter Not at Intersection,No Pedestrian Signal,N/A,F,N/A,Pedestrian,,Mixed Clothing
ADK7840017,7927dcf8-2bb4-4fc6-a8e5-e1d0daa1d0d4,No Improper Actions,N/A,,,N/A,3/29/1978,N/A,,Suspected Minor Injury,Outside Right of Way,Cross/Enter at Intersection,No Pedestrian Signal,None,M,None Detected,Pedestrian,1,Dark Clothing
ADK668001D,2ccf1dfd-a544-424f-8b1f-1f0a1f2effa3,No Improper Actions,N/A,,,N/A,7/2/2003,N/A,,Possible Injury,At Intersection Marked Crosswalk,Cross/Enter at Intersection,Obeyed Pedestrian Signal,None,M,N/A,Other Pedalcyclist,1,Mixed Clothing
ADH4810033,73522c50-632a-4929-a37f-5084e3a1bc78,No Improper Actions,N/A,,,Apparently Normal,4/20/1977,N/A,,Suspected Serious Injury,Driveway Access Marked Crosswalk,Walking/Riding With Traffic,N/A,N/A,M,None Detected,Pedestrian,1,N/A
ADK766002F,5e8c78e8-98ea-4b23-a0cb-12a5976f6a86,Unknown,N/A,,,Other,5/26/1956,N/A,,Suspected Serious Injury,Other,Standing,N/A,N/A,M,None Detected,Pedestrian,1,Reflective Material
ADK1570068,0608f7d5-9c99-499d-81e9-48a47b70b3e6,N/A,N/A,,,,11/20/1964,N/A,,Suspected Minor Injury,On Roadway At Crosswalk,Cross/Enter at Intersection,Obeyed Pedestrian Signal,None,M,None Detected,Pedestrian,,Mixed Clothing
ADI075003S,9c75a6ad-3b0e-4365-95e0-bc1ac535ce22,No Improper Actions,N/A,,,,1/12/1966,N/A,,Suspected Minor Injury,On Roadway At Crosswalk,Cross/Enter at Intersection,Obeyed Pedestrian Signal,N/A,M,N/A,Pedestrian,1,Light Clothing
ADK073004Y,efd94fd4-b586-4725-873e-9f1543f7c968,Dart Dash,N/A,,,,10/7/1999,N/A,,Suspected Minor Injury,On Roadway At Crosswalk,Cross/Enter at Intersection,No Pedestrian Signal,N/A,M,N/A,Bicyclist,,Mixed Clothing
ADJ782004L,602c8a22-61bf-4034-b51b-1fa60789a2d9,N/A,N/A,,,Apparently Normal,6/27/1960,N/A,,Suspected Minor Injury,On Roadway Not at Crosswalk,Standing,N/A,Unknown,M,N/A,Pedestrian,1,Unknown
ADJ462008S,bbd819d5-bfd1-4649-8efc-5a011876e084,Failure to Yield Right of Way,N/A,,,Apparently Normal,2/24/1961,N/A,,Possible Injury,On Roadway Not at Crosswalk,Cross/Enter Not at Intersection,Unknown,None,F,None Detected,Pedestrian,1,Dark Clothing
ADK6560018,7fe8ee80-07ac-47d0-b82b-7cfa10ae76bb,Failure to Yield Right of Way,N/A,,,,7/24/2006,N/A,,Possible Injury,On Roadway At Crosswalk,Cross/Enter Not at Intersection,Obeyed Pedestrian Signal,N/A,F,N/A,Pedestrian,1,Light Clothing
ADJ9320010,974e49ef-29b1-4fe3-9d75-a5f17b18f3f1,No Improper Actions,N/A,,,N/A,5/24/1965,N/A,,Possible Injury,On Roadway At Crosswalk,Cross/Enter at Intersection,Disobeyed Pedestrian Signal,N/A,F,N/A,Pedestrian,1,N/A
ADI286006F,e18ca2f8-01a7-43e6-b0c4-cf8ee0d3c26a,Improper Passing,N/A,,,N/A,3/27/2003,N/A,,Suspected Minor Injury,Other,Standing,N/A,N/A,M,N/A,Pedestrian,1,N/A
MTA02390003,d3266921-5517-47d7-a73f-1b430704d72b,Entering Exiting Parked Standing Vehicle,N/A,,,Apparently Normal,7/16/1960,N/A,,Suspected Minor Injury,Curb,Getting Off/On Vehicle,N/A,N/A,M,N/A,Pedestrian,,N/A
ADK698001T,b92ef320-eb10-4262-ab4c-5415ebfb1937,Unknown,N/A,,,,7/11/2013,N/A,,Suspected Minor Injury,Other,Other,Unknown,None,M,N/A,Other,,Mixed Clothing
ADK818001X,4b4fbcfd-7ad1-42bc-8e98-dda916743e7d,No Improper Actions,N/A,,,N/A,2/2/2018,N/A,,Suspected Minor Injury,On Roadway At Crosswalk,Cross/Enter at Intersection,Other,N/A,F,Unknown,Pedestrian,1,N/A
ADK434002G,ab7f958a-9f17-4e33-83d7-68bd13c83ca3,Unknown,N/A,,,,1/14/1999,N/A,,Suspected Minor Injury,Shoulder,Walking/Riding With Traffic,Unknown,None,M,Unknown,Machine Operator/Rider,,Dark Clothing
ADK922000B,e9852226-f00a-4458-aa14-b03b91d7af94,No Improper Actions,N/A,,,,11/1/2008,N/A,,Suspected Minor Injury,On Roadway Not at Crosswalk,Playing,N/A,N/A,M,N/A,Pedestrian,,Light Clothing
ADJ7890075,c347335c-f301-4d3d-bd8e-df5de59a58f7,No Improper Actions,N/A,,,,5/2/1963,N/A,,Possible Injury,On Roadway Not at Crosswalk,Cross/Enter Not at Intersection,N/A,None,M,Alcohol Present,Pedestrian,1,Dark Clothing
ADK386001V,2a068150-4485-43bf-bbbf-a0c9b9114aca,Unknown,N/A,,,Apparently Normal,3/9/1971,N/A,,Possible Injury,Midblock Marked Crosswalk,Cross/Enter at Intersection,Obeyed Pedestrian Signal,N/A,F,None Detected,Pedestrian,1,Dark Clothing
